Model,Method,K (%),Image Idx,Label,Certified (%),Abstained (%),Certified-1 (%),Certified-0 (%),Radius
resnet18,Occlusion,5,165,5,91.70,8.30,1.32,90.39,0.1012
resnet18,Occlusion,5,168,7,90.13,9.87,0.72,89.40,0.1012
resnet18,Occlusion,5,169,4,91.80,8.20,1.33,90.48,0.1012
resnet18,Occlusion,5,170,4,88.23,11.77,0.40,87.82,0.1012
resnet18,Occlusion,5,174,6,91.92,8.08,1.41,90.51,0.1012
resnet18,Occlusion,5,180,4,90.13,9.87,0.69,89.44,0.1012
resnet18,Occlusion,5,185,5,96.46,3.54,3.19,93.27,0.1012
resnet18,Occlusion,5,186,3,89.34,10.66,0.58,88.76,0.1012
resnet18,Occlusion,5,194,5,86.97,13.03,0.08,86.89,0.1012
resnet18,Occlusion,5,203,7,90.97,9.03,1.19,89.78,0.1012
resnet18,Occlusion,5,220,4,91.65,8.35,1.39,90.26,0.1012
resnet18,Occlusion,5,229,2,87.91,12.09,0.14,87.78,0.1012
resnet18,Occlusion,5,230,5,95.27,4.73,2.92,92.34,0.1012
resnet18,Occlusion,5,249,7,94.61,5.39,2.22,92.38,0.1012
resnet18,Occlusion,5,253,5,90.82,9.18,1.21,89.61,0.1012
resnet18,Occlusion,5,255,5,92.50,7.50,1.34,91.16,0.1012
resnet18,Occlusion,5,258,5,91.41,8.59,1.60,89.82,0.1012
resnet18,Occlusion,5,259,5,88.39,11.61,0.20,88.20,0.1012
resnet18,Occlusion,5,268,5,90.51,9.49,0.43,90.07,0.1012
resnet18,Occlusion,5,270,7,89.73,10.27,0.68,89.05,0.1012
resnet18,Occlusion,5,271,7,94.24,5.76,2.18,92.06,0.1012
resnet18,Occlusion,5,279,2,89.46,10.54,0.58,88.89,0.1012
resnet18,Occlusion,5,287,5,88.85,11.15,0.30,88.55,0.1012
resnet18,Occlusion,5,290,5,90.83,9.17,0.32,90.51,0.1012
resnet18,Occlusion,5,296,5,96.65,3.35,3.35,93.30,0.1012
resnet18,Occlusion,5,299,2,93.31,6.69,2.12,91.19,0.1012
resnet18,Occlusion,5,303,1,87.63,12.37,0.24,87.39,0.1012
resnet18,Occlusion,5,317,5,95.50,4.50,2.81,92.69,0.1012
resnet18,Occlusion,5,322,5,95.26,4.74,2.42,92.84,0.1012
resnet18,Occlusion,5,336,7,90.90,9.10,0.89,90.01,0.1012
resnet18,Occlusion,5,337,7,94.30,5.70,2.38,91.93,0.1012
resnet18,Occlusion,5,339,5,91.06,8.94,1.32,89.74,0.1012
resnet18,Occlusion,5,340,2,89.59,10.41,0.62,88.97,0.1012
resnet18,Occlusion,5,344,5,93.04,6.96,1.85,91.19,0.1012
resnet18,Occlusion,5,345,5,92.63,7.37,1.85,90.78,0.1012
resnet18,Occlusion,5,353,7,88.17,11.83,0.35,87.82,0.1012
resnet18,Occlusion,5,354,7,91.20,8.80,1.34,89.86,0.1012
resnet18,Occlusion,5,357,5,92.36,7.64,1.50,90.85,0.1012
resnet18,Occlusion,5,361,2,88.84,11.16,0.49,88.35,0.1012
resnet18,Occlusion,5,363,4,88.59,11.41,0.32,88.27,0.1012
resnet18,Occlusion,5,365,2,89.53,10.47,0.48,89.04,0.1012
resnet18,Occlusion,5,367,2,88.12,11.88,0.53,87.59,0.1012
resnet18,Occlusion,5,368,7,94.05,5.95,2.21,91.84,0.1012
resnet18,Occlusion,5,371,7,92.78,7.22,1.69,91.09,0.1012
resnet18,Occlusion,5,378,5,93.81,6.19,1.92,91.89,0.1012
resnet18,Occlusion,5,389,5,91.96,8.04,1.35,90.61,0.1012
resnet18,Occlusion,5,390,3,88.33,11.67,0.47,87.85,0.1012
resnet18,Occlusion,5,396,5,90.19,9.81,0.76,89.42,0.1012
resnet18,Occlusion,5,398,7,93.07,6.93,1.46,91.61,0.1012
resnet18,Occlusion,5,406,5,93.56,6.44,1.78,91.77,0.1012
resnet18,Occlusion,5,410,5,94.42,5.58,2.16,92.26,0.1012
resnet18,Occlusion,5,411,5,92.69,7.31,1.63,91.05,0.1012
resnet18,Occlusion,5,415,5,92.82,7.18,1.27,91.55,0.1012
resnet18,Occlusion,5,418,7,93.60,6.40,1.93,91.67,0.1012
resnet18,Occlusion,5,420,4,88.24,11.76,0.52,87.72,0.1012
resnet18,Occlusion,5,423,5,87.06,12.94,0.06,87.00,0.1012
resnet18,Occlusion,5,424,5,93.39,6.61,1.94,91.45,0.1012
resnet18,LRP,50,3,7,29.92,70.08,12.24,17.68,0.1012
resnet18,LRP,50,5,7,51.82,48.18,24.44,27.37,0.1012
resnet18,LRP,50,7,5,50.89,49.11,25.81,25.08,0.1012
resnet18,LRP,50,11,7,31.85,68.15,14.64,17.21,0.1012
resnet18,LRP,50,2,6,48.27,51.73,23.27,25.00,0.1012
resnet18,LRP,50,5,0,35.98,64.02,15.91,20.06,0.1012
resnet18,LRP,50,6,5,35.46,64.54,14.77,20.69,0.1012
resnet18,LRP,50,8,5,34.01,65.99,17.17,16.84,0.1012
resnet18,LRP,50,15,5,46.82,53.18,22.96,23.87,0.1012
resnet18,LRP,50,22,1,25.53,74.47,15.29,10.24,0.1012
resnet18,LRP,50,24,5,34.91,65.09,15.48,19.43,0.1012
resnet18,LRP,50,29,7,39.64,60.36,19.22,20.43,0.1012
resnet18,LRP,50,30,5,41.26,58.74,18.06,23.21,0.1012
resnet18,LRP,50,35,7,31.67,68.33,15.22,16.45,0.1012
resnet18,LRP,50,36,7,29.60,70.40,11.42,18.18,0.1012
resnet18,LRP,50,44,5,24.12,75.88,9.69,14.43,0.1012
resnet18,LRP,50,51,5,24.11,75.89,9.81,14.30,0.1012
resnet18,LRP,50,63,5,58.98,41.02,28.85,30.13,0.1012
resnet18,LRP,50,69,5,30.98,69.02,12.55,18.44,0.1012
resnet18,LRP,50,74,2,40.25,59.75,19.15,21.10,0.1012
resnet18,LRP,50,78,1,42.36,57.64,19.27,23.09,0.1012
resnet18,LRP,50,80,7,43.03,56.97,21.68,21.35,0.1012
resnet18,LRP,50,84,0,39.45,60.55,17.02,22.43,0.1012
resnet18,LRP,50,89,4,37.88,62.12,16.54,21.35,0.1012
resnet18,LRP,50,93,7,45.06,54.94,22.45,22.61,0.1012
resnet18,LRP,50,94,7,31.54,68.46,14.18,17.36,0.1012
resnet18,LRP,50,95,7,28.38,71.62,11.85,16.53,0.1012
resnet18,LRP,50,96,5,33.56,66.44,16.02,17.53,0.1012
resnet18,LRP,50,97,7,39.19,60.81,16.98,22.22,0.1012
resnet18,LRP,50,101,7,37.58,62.42,16.01,21.57,0.1012
resnet18,LRP,50,106,3,40.65,59.35,19.22,21.43,0.1012
resnet18,LRP,50,115,5,47.87,52.13,21.39,26.47,0.1012
resnet18,LRP,50,120,5,35.44,64.56,15.13,20.31,0.1012
resnet18,LRP,50,125,2,37.40,62.60,17.05,20.35,0.1012
resnet18,LRP,50,128,7,43.59,56.41,19.90,23.69,0.1012
resnet18,LRP,50,129,5,33.12,66.88,25.03,8.09,0.1012
resnet18,LRP,50,130,5,29.94,70.06,13.54,16.40,0.1012
resnet18,LRP,50,133,2,40.78,59.22,18.51,22.27,0.1012
resnet18,LRP,50,135,5,28.25,71.75,10.99,17.26,0.1012
resnet18,LRP,50,142,5,34.49,65.51,14.13,20.36,0.1012
resnet18,LRP,50,148,5,33.97,66.03,14.79,19.19,0.1012
resnet18,LRP,50,152,7,44.75,55.25,20.73,24.02,0.1012
resnet18,LRP,50,153,0,36.45,63.55,17.40,19.05,0.1012
resnet18,LRP,50,158,2,29.55,70.45,15.13,14.42,0.1012
resnet18,LRP,50,161,5,35.56,64.44,16.09,19.48,0.1012
resnet18,LRP,50,162,6,43.06,56.94,19.19,23.87,0.1012
resnet18,LRP,50,163,5,44.71,55.29,20.88,23.83,0.1012
resnet18,LRP,50,165,5,40.50,59.50,18.78,21.72,0.1012
resnet18,LRP,50,168,7,25.35,74.65,9.89,15.47,0.1012
resnet18,LRP,50,169,4,44.04,55.96,21.43,22.62,0.1012
resnet18,LRP,50,170,4,30.60,69.40,13.01,17.58,0.1012
resnet18,LRP,50,174,6,25.90,74.10,15.69,10.21,0.1012
resnet18,LRP,50,180,4,36.16,63.84,16.22,19.94,0.1012
resnet18,LRP,50,185,5,45.43,54.57,20.97,24.46,0.1012
resnet18,LRP,50,186,3,35.72,64.28,15.71,20.01,0.1012
resnet18,LRP,50,194,5,30.02,69.98,12.37,17.65,0.1012
resnet18,LRP,50,203,7,28.69,71.31,11.17,17.52,0.1012
resnet18,LRP,50,220,4,31.32,68.68,13.56,17.76,0.1012
resnet18,LRP,50,229,2,39.92,60.08,19.35,20.58,0.1012
resnet18,LRP,50,230,5,52.78,47.22,25.18,27.60,0.1012
resnet18,LRP,50,249,7,53.20,46.80,25.13,28.07,0.1012
resnet18,LRP,50,253,5,30.47,69.53,16.92,13.56,0.1012
resnet18,LRP,50,255,5,21.16,78.84,8.10,13.06,0.1012
resnet18,LRP,50,258,5,50.46,49.54,23.68,26.78,0.1012
resnet18,LRP,50,259,5,19.48,80.52,7.78,11.70,0.1012
resnet18,LRP,50,268,5,26.35,73.65,11.64,14.72,0.1012
resnet18,LRP,50,270,7,25.30,74.70,14.02,11.28,0.1012
resnet18,LRP,50,271,7,36.11,63.89,15.37,20.74,0.1012
resnet18,LRP,50,279,2,40.86,59.14,18.09,22.77,0.1012
resnet18,LRP,50,287,5,33.53,66.47,14.97,18.56,0.1012
resnet18,LRP,50,290,5,25.87,74.13,10.40,15.47,0.1012
resnet18,LRP,50,296,5,44.15,55.85,22.23,21.92,0.1012
resnet18,LRP,50,299,2,41.86,58.14,30.10,11.76,0.1012
resnet18,LRP,50,303,1,31.07,68.93,13.12,17.95,0.1012
resnet18,LRP,50,317,5,37.48,62.52,17.60,19.88,0.1012
resnet18,LRP,50,322,5,50.88,49.12,25.81,25.07,0.1012
resnet18,LRP,50,336,7,33.76,66.24,14.30,19.47,0.1012
resnet18,LRP,50,337,7,51.30,48.70,24.30,27.00,0.1012
resnet18,LRP,50,339,5,56.08,43.92,26.65,29.43,0.1012
resnet18,LRP,50,340,2,35.11,64.89,16.60,18.51,0.1012
resnet18,LRP,50,344,5,39.40,60.60,16.71,22.69,0.1012
resnet18,LRP,50,345,5,28.52,71.48,12.39,16.13,0.1012
resnet18,LRP,50,353,7,30.23,69.77,12.60,17.63,0.1012
resnet18,LRP,50,354,7,43.77,56.23,30.37,13.40,0.1012
resnet18,LRP,50,357,5,30.59,69.41,12.25,18.34,0.1012
resnet18,LRP,50,361,2,33.87,66.13,19.25,14.62,0.1012
resnet18,LRP,50,363,4,40.63,59.37,22.66,17.97,0.1012
resnet18,LRP,50,365,2,32.67,67.33,14.32,18.34,0.1012
resnet18,LRP,50,367,2,29.22,70.78,11.03,18.19,0.1012
resnet18,LRP,50,368,7,26.53,73.47,10.16,16.37,0.1012
resnet18,LRP,50,371,7,38.58,61.42,17.74,20.84,0.1012
resnet18,LRP,50,378,5,36.85,63.15,16.45,20.40,0.1012
resnet18,LRP,50,389,5,49.01,50.99,23.31,25.70,0.1012
resnet18,LRP,50,390,3,38.75,61.25,17.25,21.50,0.1012
resnet18,LRP,50,396,5,25.91,74.09,10.10,15.81,0.1012
resnet18,LRP,50,398,7,31.89,68.11,13.02,18.87,0.1012
resnet18,LRP,50,406,5,27.06,72.94,11.26,15.80,0.1012
resnet18,LRP,50,410,5,37.80,62.20,17.61,20.20,0.1012
resnet18,LRP,50,411,5,22.27,77.73,9.27,13.00,0.1012
resnet18,LRP,50,415,5,31.26,68.74,13.84,17.42,0.1012
resnet18,LRP,50,418,7,23.23,76.77,10.34,12.89,0.1012
resnet18,LRP,50,420,4,39.38,60.62,16.50,22.88,0.1012
resnet18,LRP,50,423,5,28.34,71.66,11.47,16.87,0.1012
resnet18,LRP,50,424,5,44.62,55.38,20.46,24.16,0.1012
resnet18,LRP,25,3,7,41.78,58.22,1.62,40.16,0.1012
resnet18,LRP,25,5,7,60.34,39.66,7.36,52.98,0.1012
resnet18,LRP,25,7,5,64.60,35.40,6.80,57.80,0.1012
resnet18,LRP,25,11,7,44.72,55.28,2.25,42.47,0.1012
resnet18,LRP,25,2,6,58.01,41.99,6.19,51.82,0.1012
resnet18,LRP,25,5,0,45.82,54.18,2.62,43.20,0.1012
resnet18,LRP,25,6,5,44.98,55.02,1.51,43.47,0.1012
resnet18,LRP,25,8,5,51.92,48.08,2.62,49.30,0.1012
resnet18,LRP,25,15,5,58.89,41.11,4.66,54.23,0.1012
resnet18,LRP,25,22,1,36.26,63.74,0.64,35.63,0.1012
resnet18,LRP,25,24,5,44.87,55.13,1.95,42.92,0.1012
resnet18,LRP,25,29,7,56.25,43.75,7.46,48.79,0.1012
resnet18,LRP,25,30,5,50.11,49.89,4.23,45.88,0.1012
resnet18,LRP,25,35,7,50.41,49.59,5.06,45.35,0.1012
resnet18,LRP,25,36,7,41.98,58.02,1.20,40.77,0.1012
resnet18,LRP,25,44,5,39.41,60.59,0.97,38.44,0.1012
resnet18,LRP,25,51,5,39.96,60.04,1.06,38.90,0.1012
resnet18,LRP,25,63,5,69.99,30.01,11.00,58.99,0.1012
resnet18,LRP,25,69,5,43.16,56.84,1.07,42.08,0.1012
resnet18,LRP,25,74,2,55.36,44.64,5.05,50.31,0.1012
resnet18,LRP,25,78,1,51.31,48.69,4.20,47.10,0.1012
resnet18,LRP,25,80,7,62.07,37.93,9.11,52.96,0.1012
resnet18,LRP,25,84,0,45.61,54.39,1.73,43.88,0.1012
resnet18,LRP,25,89,4,45.73,54.27,1.30,44.44,0.1012
resnet18,LRP,25,93,7,58.50,41.50,6.53,51.98,0.1012
resnet18,LRP,25,94,7,45.57,54.43,2.45,43.11,0.1012
resnet18,LRP,25,95,7,43.65,56.35,1.74,41.92,0.1012
resnet18,LRP,25,96,5,48.80,51.20,2.63,46.18,0.1012
resnet18,LRP,25,97,7,46.60,53.40,1.12,45.47,0.1012
resnet18,LRP,25,101,7,48.47,51.53,1.62,46.85,0.1012
resnet18,LRP,25,106,3,50.94,49.06,3.88,47.07,0.1012
resnet18,LRP,25,115,5,50.14,49.86,2.29,47.85,0.1012
resnet18,LRP,25,120,5,45.68,54.32,1.64,44.04,0.1012
resnet18,LRP,25,125,2,48.46,51.54,2.91,45.55,0.1012
resnet18,LRP,25,128,7,53.94,46.06,6.19,47.75,0.1012
resnet18,LRP,25,129,5,43.93,56.07,1.53,42.40,0.1012
resnet18,LRP,25,130,5,47.45,52.55,4.20,43.25,0.1012
resnet18,LRP,25,133,2,49.98,50.02,3.78,46.21,0.1012
resnet18,LRP,25,135,5,42.75,57.25,1.55,41.20,0.1012
resnet18,LRP,25,142,5,43.86,56.14,1.06,42.81,0.1012
resnet18,LRP,25,148,5,44.27,55.73,1.28,42.98,0.1012
resnet18,LRP,25,152,7,55.47,44.53,5.23,50.24,0.1012
resnet18,LRP,25,153,0,47.11,52.89,3.44,43.67,0.1012
resnet18,LRP,25,158,2,48.66,51.34,5.26,43.40,0.1012
resnet18,LRP,25,161,5,46.48,53.52,1.99,44.49,0.1012
resnet18,LRP,25,162,6,49.29,50.71,2.87,46.42,0.1012
resnet18,LRP,25,163,5,54.22,45.78,4.35,49.86,0.1012
resnet18,LRP,25,165,5,51.27,48.73,2.74,48.54,0.1012
resnet18,LRP,25,168,7,39.72,60.28,1.20,38.52,0.1012
resnet18,LRP,25,169,4,57.21,42.79,4.97,52.24,0.1012
resnet18,LRP,25,170,4,42.03,57.97,1.68,40.35,0.1012
resnet18,LRP,25,174,6,40.75,59.25,2.29,38.46,0.1012
resnet18,LRP,25,180,4,46.82,53.18,1.84,44.98,0.1012
resnet18,LRP,25,185,5,56.88,43.12,5.83,51.04,0.1012
resnet18,LRP,25,186,3,45.87,54.13,1.31,44.57,0.1012
resnet18,LRP,25,194,5,40.21,59.79,1.00,39.21,0.1012
resnet18,LRP,25,203,7,45.13,54.87,0.92,44.21,0.1012
resnet18,LRP,25,220,4,44.13,55.87,2.82,41.31,0.1012
resnet18,LRP,25,229,2,54.39,45.61,5.30,49.09,0.1012
resnet18,LRP,25,230,5,61.76,38.24,8.05,53.71,0.1012
resnet18,LRP,25,249,7,58.80,41.20,5.99,52.81,0.1012
resnet18,LRP,25,253,5,41.53,58.47,1.58,39.95,0.1012
resnet18,LRP,25,255,5,38.65,61.35,1.14,37.51,0.1012
resnet18,LRP,25,258,5,57.64,42.36,6.20,51.44,0.1012
resnet18,LRP,25,259,5,37.45,62.55,1.11,36.34,0.1012
resnet18,LRP,25,268,5,40.59,59.41,1.45,39.14,0.1012
resnet18,LRP,25,270,7,34.55,65.45,0.29,34.26,0.1012
resnet18,LRP,25,271,7,44.60,55.40,1.60,43.00,0.1012
resnet18,LRP,25,279,2,49.71,50.29,3.69,46.02,0.1012
resnet18,LRP,25,287,5,44.79,55.21,1.74,43.05,0.1012
resnet18,LRP,25,290,5,40.88,59.12,1.07,39.82,0.1012
resnet18,LRP,25,296,5,58.82,41.18,6.08,52.73,0.1012
resnet18,LRP,25,299,2,56.50,43.50,4.69,51.81,0.1012
resnet18,LRP,25,303,1,41.09,58.91,1.29,39.81,0.1012
resnet18,LRP,25,317,5,49.44,50.56,3.46,45.98,0.1012
resnet18,LRP,25,322,5,64.60,35.40,6.84,57.76,0.1012
resnet18,LRP,25,336,7,43.98,56.02,1.73,42.25,0.1012
resnet18,LRP,25,337,7,59.82,40.18,7.17,52.65,0.1012
resnet18,LRP,25,339,5,61.46,38.54,7.62,53.84,0.1012
resnet18,LRP,25,340,2,48.59,51.41,3.27,45.32,0.1012
resnet18,LRP,25,344,5,50.85,49.15,2.23,48.62,0.1012
resnet18,LRP,25,345,5,42.94,57.06,1.71,41.23,0.1012
resnet18,LRP,25,353,7,41.61,58.39,1.56,40.05,0.1012
resnet18,LRP,25,354,7,51.67,48.33,3.04,48.63,0.1012
resnet18,LRP,25,357,5,42.26,57.74,0.93,41.33,0.1012
resnet18,LRP,25,361,2,57.31,42.69,6.12,51.20,0.1012
resnet18,LRP,25,363,4,51.53,48.47,3.20,48.34,0.1012
resnet18,LRP,25,365,2,44.94,55.06,2.22,42.72,0.1012
resnet18,LRP,25,367,2,38.43,61.57,0.89,37.54,0.1012
resnet18,LRP,25,368,7,39.43,60.57,1.20,38.23,0.1012
resnet18,LRP,25,371,7,49.07,50.93,3.45,45.62,0.1012
resnet18,LRP,25,378,5,47.55,52.45,1.77,45.78,0.1012
resnet18,LRP,25,389,5,56.25,43.75,5.55,50.70,0.1012
resnet18,LRP,25,390,3,47.68,52.32,3.32,44.36,0.1012
resnet18,LRP,25,396,5,41.04,58.96,1.21,39.83,0.1012
resnet18,LRP,25,398,7,42.22,57.78,1.03,41.18,0.1012
resnet18,LRP,25,406,5,43.20,56.80,1.00,42.20,0.1012
resnet18,LRP,25,410,5,48.85,51.15,2.31,46.54,0.1012
resnet18,LRP,25,411,5,37.73,62.27,0.89,36.83,0.1012
resnet18,LRP,25,415,5,44.21,55.79,1.90,42.31,0.1012
resnet18,LRP,25,418,7,40.42,59.58,0.52,39.89,0.1012
resnet18,LRP,25,420,4,44.83,55.17,1.81,43.02,0.1012
resnet18,LRP,25,423,5,43.26,56.74,3.18,40.08,0.1012
resnet18,LRP,25,424,5,51.06,48.94,2.50,48.56,0.1012
resnet18,LRP,5,3,7,87.47,12.53,0.10,87.37,0.1012
resnet18,LRP,5,5,7,87.64,12.36,0.10,87.54,0.1012
resnet18,LRP,5,7,5,86.33,13.67,0.06,86.26,0.1012
resnet18,LRP,5,11,7,86.48,13.52,0.02,86.45,0.1012
resnet18,LRP,5,2,6,88.20,11.80,0.35,87.86,0.1012
resnet18,LRP,5,5,0,87.90,12.10,0.16,87.74,0.1012
resnet18,LRP,5,6,5,85.64,14.36,0.20,85.44,0.1012
resnet18,LRP,5,8,5,84.12,15.88,0.00,84.12,0.1012
resnet18,LRP,5,15,5,84.86,15.14,0.12,84.75,0.1012
resnet18,LRP,5,22,1,87.24,12.76,0.01,87.23,0.1012
resnet18,LRP,5,24,5,86.09,13.91,0.03,86.06,0.1012
resnet18,LRP,5,29,7,90.18,9.82,0.30,89.88,0.1012
resnet18,LRP,5,30,5,90.02,9.98,0.42,89.60,0.1012
resnet18,LRP,5,35,7,90.02,9.98,0.58,89.44,0.1012
resnet18,LRP,5,36,7,85.78,14.22,0.04,85.74,0.1012
resnet18,LRP,5,44,5,85.67,14.33,0.03,85.64,0.1012
resnet18,LRP,5,51,5,86.23,13.77,0.05,86.18,0.1012
resnet18,LRP,5,63,5,88.30,11.70,0.14,88.15,0.1012
resnet18,LRP,5,69,5,84.53,15.47,0.03,84.50,0.1012
resnet18,LRP,5,74,2,87.08,12.92,0.21,86.87,0.1012
resnet18,LRP,5,78,1,87.45,12.55,0.08,87.37,0.1012
resnet18,LRP,5,80,7,89.28,10.72,0.07,89.21,0.1012
resnet18,LRP,5,84,0,86.25,13.75,0.05,86.20,0.1012
resnet18,LRP,5,89,4,85.11,14.89,0.01,85.10,0.1012
resnet18,LRP,5,93,7,89.94,10.06,0.82,89.13,0.1012
resnet18,LRP,5,94,7,86.50,13.50,0.02,86.48,0.1012
resnet18,LRP,5,95,7,87.59,12.41,0.10,87.49,0.1012
resnet18,LRP,5,96,5,86.03,13.97,0.04,85.99,0.1012
resnet18,LRP,5,97,7,84.29,15.71,0.04,84.25,0.1012
resnet18,LRP,5,101,7,84.02,15.98,0.01,84.02,0.1012
resnet18,LRP,5,106,3,87.06,12.94,0.06,87.00,0.1012
resnet18,LRP,5,115,5,87.72,12.28,0.13,87.59,0.1012
resnet18,LRP,5,120,5,85.47,14.53,0.03,85.44,0.1012
resnet18,LRP,5,125,2,87.72,12.28,0.17,87.55,0.1012
resnet18,LRP,5,128,7,88.21,11.79,0.08,88.14,0.1012
resnet18,LRP,5,129,5,87.46,12.54,0.00,87.46,0.1012
resnet18,LRP,5,130,5,90.95,9.05,0.83,90.12,0.1012
resnet18,LRP,5,133,2,87.95,12.05,0.16,87.79,0.1012
resnet18,LRP,5,135,5,86.20,13.80,0.15,86.05,0.1012
resnet18,LRP,5,142,5,84.92,15.08,0.02,84.89,0.1012
resnet18,LRP,5,148,5,85.93,14.07,0.03,85.90,0.1012
resnet18,LRP,5,152,7,88.77,11.23,0.29,88.48,0.1012
resnet18,LRP,5,153,0,89.84,10.16,0.55,89.30,0.1012
resnet18,LRP,5,158,2,91.89,8.11,1.31,90.58,0.1012
resnet18,LRP,5,161,5,84.82,15.18,0.02,84.80,0.1012
resnet18,LRP,5,162,6,87.49,12.51,0.04,87.45,0.1012
resnet18,LRP,5,163,5,88.93,11.07,0.24,88.69,0.1012
resnet18,LRP,5,165,5,85.72,14.28,0.01,85.71,0.1012
resnet18,LRP,5,168,7,87.70,12.30,0.08,87.62,0.1012
resnet18,LRP,5,169,4,85.47,14.53,0.05,85.42,0.1012
resnet18,LRP,5,170,4,86.81,13.19,0.02,86.80,0.1012
resnet18,LRP,5,174,6,88.38,11.62,0.15,88.23,0.1012
resnet18,LRP,5,180,4,85.78,14.22,0.04,85.73,0.1012
resnet18,LRP,5,185,5,87.70,12.30,0.07,87.63,0.1012
resnet18,LRP,5,186,3,85.87,14.13,0.02,85.84,0.1012
resnet18,LRP,5,194,5,85.57,14.43,0.01,85.55,0.1012
resnet18,LRP,5,203,7,83.36,16.64,0.02,83.34,0.1012
resnet18,LRP,5,220,4,88.44,11.56,0.33,88.11,0.1012
resnet18,LRP,5,229,2,87.64,12.36,0.10,87.54,0.1012
resnet18,LRP,5,230,5,88.38,11.62,0.17,88.22,0.1012
resnet18,LRP,5,249,7,86.49,13.51,0.11,86.39,0.1012
resnet18,LRP,5,253,5,86.72,13.28,0.00,86.72,0.1012
resnet18,LRP,5,255,5,86.92,13.08,0.03,86.89,0.1012
resnet18,LRP,5,258,5,88.94,11.06,0.32,88.62,0.1012
resnet18,LRP,5,259,5,87.13,12.87,0.05,87.08,0.1012
resnet18,LRP,5,268,5,86.79,13.21,0.01,86.78,0.1012
resnet18,LRP,5,270,7,86.11,13.89,0.00,86.11,0.1012
resnet18,LRP,5,271,7,86.02,13.98,0.03,85.99,0.1012
resnet18,LRP,5,279,2,87.92,12.08,0.21,87.71,0.1012
resnet18,LRP,5,287,5,86.11,13.89,0.08,86.03,0.1012
resnet18,LRP,5,290,5,85.92,14.08,0.04,85.88,0.1012
resnet18,LRP,5,296,5,87.44,12.56,0.02,87.42,0.1012
resnet18,LRP,5,299,2,87.26,12.74,0.06,87.21,0.1012
resnet18,LRP,5,303,1,86.33,13.67,0.04,86.30,0.1012
resnet18,LRP,5,317,5,86.85,13.15,0.03,86.83,0.1012
resnet18,LRP,5,322,5,86.32,13.68,0.06,86.26,0.1012
resnet18,LRP,5,336,7,86.32,13.68,0.12,86.21,0.1012
resnet18,LRP,5,337,7,87.66,12.34,0.09,87.57,0.1012
resnet18,LRP,5,339,5,90.23,9.77,0.80,89.43,0.1012
resnet18,LRP,5,340,2,86.77,13.23,0.17,86.60,0.1012
resnet18,LRP,5,344,5,84.29,15.71,0.00,84.28,0.1012
resnet18,LRP,5,345,5,86.51,13.49,0.05,86.45,0.1012
resnet18,LRP,5,353,7,87.72,12.28,0.12,87.60,0.1012
resnet18,LRP,5,354,7,86.86,13.14,0.00,86.86,0.1012
resnet18,LRP,5,357,5,85.41,14.59,0.03,85.39,0.1012
resnet18,LRP,5,361,2,88.10,11.90,0.32,87.78,0.1012
resnet18,LRP,5,363,4,86.51,13.49,0.04,86.47,0.1012
resnet18,LRP,5,365,2,86.66,13.34,0.05,86.61,0.1012
resnet18,LRP,5,367,2,85.98,14.02,0.08,85.90,0.1012
resnet18,LRP,5,368,7,86.00,14.00,0.05,85.96,0.1012
resnet18,LRP,5,371,7,86.62,13.38,0.05,86.57,0.1012
resnet18,LRP,5,378,5,85.46,14.54,0.02,85.44,0.1012
resnet18,LRP,5,389,5,87.57,12.43,0.15,87.42,0.1012
resnet18,LRP,5,390,3,87.88,12.12,0.15,87.72,0.1012
resnet18,LRP,5,396,5,85.87,14.13,0.03,85.83,0.1012
resnet18,LRP,5,398,7,85.26,14.74,0.03,85.23,0.1012
resnet18,LRP,5,406,5,85.11,14.89,0.00,85.11,0.1012
resnet18,LRP,5,410,5,86.65,13.35,0.06,86.59,0.1012
resnet18,LRP,5,411,5,86.21,13.79,0.03,86.18,0.1012
resnet18,LRP,5,415,5,86.03,13.97,0.01,86.02,0.1012
resnet18,LRP,5,418,7,84.20,15.80,0.00,84.20,0.1012
resnet18,LRP,5,420,4,85.96,14.04,0.06,85.90,0.1012
resnet18,LRP,5,423,5,90.52,9.48,0.51,90.01,0.1012
resnet18,LRP,5,424,5,85.47,14.53,0.05,85.42,0.1012
